failed_attempts,location_risk,time_risk,breach_risk,device_risk,risk_score,security_level
0.4530887821281153,0.49327038867264644,0.3257348337079211,0.265358483265448,0.3479445476223751,0.38870431622559787,medium
0.006437916427680378,0.5547134762128761,0.8224130554331819,0.2528951876011179,0.39349175062712755,0.3458388286001493,medium
0.005305287314690234,0.41134792073241727,0.5025086736270409,0.19475750739242742,0.3286194367979322,0.24748188838312196,low
0.8014822776891734,0.053516468120643354,0.13391469598351444,0.8862061714092695,0.39210215306287216,0.5072917385696926,medium
0.38567094834600424,0.0,0.5539343668501884,0.11388382224070948,0.5561918632100427,0.3049969834609778,medium
0.09504703136297499,0.09801069115405939,0.1713452667564211,0.4500291050879156,0.276671741100777,0.20532461983586722,low
0.20848674524311941,0.14980403277385398,0.38128247155993167,0.1591747740147866,0.25428058225098077,0.21967624300230082,low
0.06347208331424574,0.02314182351177714,0.5306135156347864,0.4957979470974522,0.28562670879667235,0.24526561278083842,low
0.2295836536618718,0.14989910909326898,0.4868088763084,0.21902370475719227,0.3524888922546482,0.26855432415311103,low
0.3811660203691557,0.04021786745241282,0.5742580996176968,0.172501944315407,0.617939249573545,0.3357233708429969,medium
0.2484511810789391,0.13557478930743486,0.7546904861573269,0.7851103536726379,0.20570099263257577,0.40273110473818174,medium
0.18193542492639136,0.12131122104038058,0.7871064240941533,0.2592253676816672,0.5024565867824123,0.32412239685381183,medium
0.2995284999111132,0.12394599713947188,0.5102605069841716,0.0893415503355771,0.38775428516009847,0.26721827828998423,low
0.4677029104789452,0.17826605665783787,0.11686764254348095,0.804833421537614,0.30952653898182464,0.40088989601156977,medium
0.18130856083420674,0.4133465660410154,0.5142785356370638,0.5195002244632831,0.6278963925024497,0.4122881655720487,medium
0.05608255679557274,0.05488596155217049,0.5011649843091249,0.18385418965823855,0.19594070532128718,0.16913865072531542,low
0.00047103465309659276,0.07778385940315496,0.5303662121374584,0.5512928591772716,0.23203235290302596,0.2403164388680869,low
0.6003300432747822,0.5058336233325426,0.28294528401624774,0.1914340130763293,0.31341813989979994,0.4090070538516162,medium
0.8096173901351358,0.20339128745752136,0.5220580212622221,0.472904419633367,0.2742740283865611,0.4975941659060359,medium
0.5909840109759513,0.1437766065339715,0.21060627960791728,0.23502386802342032,0.5771131449500461,0.3712132118879583,medium
0.0,0.4290980036249938,0.5352335394457495,0.1961279803200962,0.7163543349494699,0.3127833779483009,medium
0.9842801354585924,0.40041739714444113,0.48061984160139587,0.20364524132839576,0.7428562036707397,0.5996179751229653,medium
0.48539202661109526,0.9768305518118219,0.2894112352995073,0.5852484761786275,0.26599009394303186,0.5413436129677993,medium
0.02128698253083433,0.11112086367993763,0.19328645410934883,0.7536112801489382,0.3075332710829412,0.254455482303869,low
0.036891591366354455,0.5026972763698211,0.45964656478587834,0.796462570167436,0.2985767130661641,0.3846329383951641,medium
0.18357798094278385,0.43345748363147407,0.5297044609018371,0.2685975955866151,0.2027984085491476,0.3053598405441007,medium
0.6281687074090124,0.11453331275043985,0.45971719040516046,0.22804138564584053,0.26578949901394133,0.36579155531482505,medium
0.43835572015988006,0.11304949152345334,0.20841674871066965,0.2131076464967389,0.7388706018447978,0.3388312462353226,medium
0.04303237204246086,0.013262188247965934,0.5337067128684075,0.26470162663004604,0.3243391996041243,0.19720936145922044,low
0.8265834999398091,0.011006636334416592,0.7804654582242393,0.21485991813935398,0.3046261086411905,0.45591209590651127,medium
0.4113299026996792,0.10183997452385071,0.2609993300503803,0.2172065319074789,0.3894874732727394,0.28478129259463764,low
0.23896560736121425,0.11810933561766536,0.8426349456096976,0.2105115474819691,0.316637342739996,0.31130470208074523,low
0.5730174669921754,0.10409937277839743,0.2576474990112477,0.1469997634449422,0.3258467073605009,0.3096491982980828,medium
0.05897163628150185,0.5185291278300468,0.445258864575243,0.1745494979624429,0.31597322386050647,0.27049202930831096,low
0.17482318417100562,0.018481511246580234,0.47154880278092964,0.2588920831860373,0.2690340479672899,0.2190091017500581,low
0.3533292532433415,0.4146292888865729,0.2529969911563118,0.15227237736133012,0.3240383129255737,0.3059344048348659,medium
0.8181968438759063,0.017551916935560644,0.22533325881417765,0.13237617909383242,0.3331435535908388,0.359216194229403,medium
0.6763371530531974,0.15710006464853324,0.19004832943182842,0.14648152121328814,0.5843784700918321,0.37978148301687253,medium
0.6216697425798012,0.7986718410669594,0.3057186737210079,0.1961277936798673,0.33801148176427065,0.4820203730460975,medium
0.0,0.5575862179410256,0.24188911025444043,0.20575806175340927,0.6283395885234835,0.28320316075557556,low
0.33216439040090134,0.03945287031714531,0.4637132224374985,0.22654808206684196,0.2670500225861111,0.2624639943506093,medium
0.0,0.8929449487030252,0.2058345930278126,0.1932062550172325,0.6039352285778423,0.3386957139848998,medium
0.4521838393330772,0.913811941011537,0.4553554739422397,0.5616934208939616,0.2831382406375206,0.541530281367987,medium
0.19228541686425982,0.0,0.190755549073315,0.1790422733511737,0.5679066258731602,0.20729340597148396,low
0.023556686231546844,0.37732013898686106,0.22005361873841223,0.16534924363542444,0.28979212877728583,0.19207774452127588,low
0.290929077299526,0.023641740550749635,0.5463593303236298,0.23557968875032465,0.24905053023215737,0.2584344881334407,medium
0.46405463732862295,0.9078435158731472,0.8749440904203567,0.19986679027249107,0.7100199996786604,0.5985030659425671,medium
0.0017732979948532593,0.5633859292619633,0.20868859443490936,0.18829977110636617,0.5905939936007765,0.2707615176774748,low
0.0,0.1804381684626141,0.7629750584672645,0.2628200064374716,0.6248852527512687,0.29683068166279714,low
0.8129864533619853,0.04217854590680702,0.5048979779109959,0.4984953645691456,0.3816645961642299,0.48501510421507,medium
0.0015516796828660248,0.11396560220439175,0.2441778808618766,0.14422630225664512,0.30755125990018073,0.13486325591137577,low
0.41409400586102274,0.4699651736633517,0.7493166818495773,0.8401394818446519,0.3413222921856766,0.5498449789651956,medium
0.3620755841129201,0.10566226424348452,0.09453467170743282,0.12256267488269414,0.2542797793730616,0.20658983072118595,low
0.00199239523134984,0.011298411377920689,0.41572094376300667,0.14871700171750513,0.35673181034019324,0.1484687143039701,low
0.7844188077289111,0.15297712409879344,0.5788183997291653,0.1423540778823752,0.3285424312537726,0.43049600736234767,medium
0.9437513650442111,0.17816699132177197,0.49600893803025636,0.2288535169677718,0.23345213464020714,0.47394867207174163,medium
0.0072576656706835555,0.9468318617123432,0.5100121291730921,0.2520606411201114,0.7284835122431796,0.42773014648013674,medium
0.17525364319443668,0.1514821641132859,0.468428903080224,0.21367093093176548,0.5539493070963478,0.27896344349382707,low
0.0,0.08107836573994522,0.20486457071515277,0.18500321915341822,0.22900032514287935,0.1182960513573775,low
0.001542001126321274,0.49984213129433347,0.5133570769348719,0.2791987867552427,0.5984037929897612,0.32303491443650656,medium
0.3500214278620492,0.5904342062529523,0.7486554901548275,0.26780079501181014,0.6185952669178802,0.48174104217247343,medium
0.3837858722913988,0.5997654842281922,0.4995599292094097,0.4757304027359309,0.5204979366172999,0.4832436189542507,medium
0.0,0.16787344614962757,0.4277258822129209,0.14500563746333492,0.4125619112342622,0.18861898573966995,low
0.7274630297652188,0.4719828638148087,0.5360075003528597,0.19747496715229887,0.2513922231236724,0.47024043364446694,medium
0.027571710186368798,0.1195416848933811,0.19925775426047074,0.27427307736975515,0.26081576341306845,0.15604549315956878,low
0.043623363504780674,0.11518271119691424,0.189267023244728,0.22381259866811187,0.3104890484773767,0.15584948178275512,low
0.8243548504798786,0.5205023037894847,0.7564750846457292,0.24332166031640237,0.305945959493598,0.55943440458604,medium
0.0,0.12964092474139244,0.25630954708013304,0.4914506728204312,0.5725685025798646,0.24855002696136438,low
0.0,0.5446807402006975,0.08524116416218902,0.5632041648540528,0.2958426281299574,0.278739549854772,low
0.4037401491796099,0.06955424919582152,0.26540421008600257,0.2635597539021997,0.6053436107227301,0.3183570184947971,medium
0.36095817368133065,0.10020672672820277,0.1699002156051274,0.13659375663349216,0.366022710625555,0.23603598771134054,low
0.06402552563495095,0.07751613126275032,0.5680381565581267,0.7588860747240223,0.3591959123663512,0.3255732092265115,medium
0.15333764480428316,0.4601601249796849,0.39750608311156826,0.20336130563270716,0.34338003063058103,0.28983849662508576,medium
0.1045151510605816,0.14756322486079645,0.2159175529006577,0.22834183589596543,0.30527148963340617,0.18471391384963645,low
0.0,0.44326935784073046,0.2257372349604182,0.2522642400806648,0.30542582293964626,0.21878117826928872,low
0.9638462786862899,0.0,0.7272525625601373,0.4920363668875579,0.3255136636633717,0.5454760909169248,medium
0.9412727772340783,0.5274359315080519,0.2940334674007335,0.08157502483282977,0.3121294330763434,0.4951084595099613,medium
0.9885344175257027,0.5494838728835058,0.4397003069866708,0.22976259004373242,0.3081566315697402,0.5645881586266202,medium
0.33950084493507704,0.566168008584128,0.8123821786969128,0.25146790016755505,0.2725716111736727,0.42812050371144755,medium
0.3620278892307477,0.02098805216645863,0.490439115409563,0.1585790193811054,0.5975065765946704,0.3077136348793721,medium
